Coll,Int,Wea,CRASH_NUM1,TrWay,PSL,Align,TCD,CF
Angle,Four-Way Intersection,Others,2020_120504,Two-Way Divided,30 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Others,2020_120505,Two-Way Divided,15 MPH,Straight,Yield Sign,Turning
Angle,T-Intersection,Others,2020_120506,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Others,2020_120506,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120517,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_120519,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120519,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Front-to-Front,Four-Way Intersection,Others,2020_120521,Entrance/Exit Ramp,45 MPH,Straight,Traffic control signal,Turning
Angle,T-Intersection,Others,2020_120524,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120529,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_120575,Two-Way Divided,35 MPH,Straight,Traffic control signal,Turning
Front-to-Rear,Not an Intersection,Others,2020_120580,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120593,Two-Way Divided,40 MPH,Straight,Traffic control signal,Turning
Angle,Not an Intersection,Others,2020_120594,Driveway Access,No Statutory Limit,Driveway Access,Stop Sign,Turning
Angle,Not an Intersection,Others,2020_120602,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_120607,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,T-Intersection,Others,2020_120630,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120640,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120642,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_120642,Two-Way Divided,30 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120642,Two-Way Divided,45 MPH,Straight,No Controls,Others
Front-to-Front,Not an Intersection,Others,2020_120662,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120664,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_120666,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_120666,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
Front-to-Front,Four-Way Intersection,Others,2020_120673,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Others,2020_120681,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Others,2020_120686,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_120690,Two-Way Undivided,40 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_120690,Two-Way Undivided,40 MPH,Straight,Stop Sign,Others
Front-to-Rear,Not an Intersection,Others,2020_120692,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_120696,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120716,Two-Way Undivided,15 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Others,2020_120721,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_120739,Two-Way Divided,35 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_120745,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_120753,Entrance/Exit Ramp,30 MPH,Straight,No Controls,Turning
Front-to-Front,Not an Intersection,Others,2020_120758,Two-Way Undivided,45 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Rear,Four-Way Intersection,Others,2020_120759,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,Four-Way Intersection,Others,2020_120759,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Front-to-Rear,Four-Way Intersection,Others,2020_120759,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Front-to-Rear,Four-Way Intersection,Others,2020_120759,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Front-to-Rear,Four-Way Intersection,Others,2020_120759,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Front-to-Rear,Four-Way Intersection,Others,2020_120760,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_120765,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Not an Intersection,Others,2020_120778,Two-Way Divided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
Angle,Not an Intersection,Others,2020_120778,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_120778,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_120778,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Four-Way Intersection,Others,2020_120779,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,Four-Way Intersection,Others,2020_120779,Two-Way Divided,45 MPH,Straight,Traffic control signal,Unknown
Angle,T-Intersection,Others,2020_120793,Two-Way Undivided,35 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Others,2020_120793,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_120802,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_120806,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Unknown
Angle,Four-Way Intersection,Others,2020_120811,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Not an Intersection,Others,2020_120814,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,Not an Intersection,Others,2020_120814,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,T-Intersection,Others,2020_120818,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Angle,Y-Intersection,Others,2020_120819,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,Not an Intersection,Others,2020_120826,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_120826,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_120828,Two-Way Divided,40 MPH,Straight,No Controls,Unknown
Front-to-Rear,Not an Intersection,Others,2020_120828,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_120839,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_120847,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120859,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,Four-Way Intersection,Others,2020_120873,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Rear,Four-Way Intersection,Others,2020_120873,Two-Way Divided,45 MPH,Straight,Traffic control signal,Accelerating/Decelerating
Angle,Four-Way Intersection,Others,2020_120882,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_120882,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Sideswipe,Not an Intersection,Others,2020_120888,Two-Way Undivided,25 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Rear,Not an Intersection,Others,2020_120900,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_120900,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120905,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_120920,Two-Way Undivided,25 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120920,Two-Way Undivided,15 MPH,Straight,Stop Sign,Going Straight
Angle,T-Intersection,Others,2020_120938,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
Angle,T-Intersection,Others,2020_120938,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Front-to-Rear,T-Intersection,Others,2020_120946,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_120954,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_120955,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_120976,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Others,2020_120977,Two-Way Undivided,30 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Others,2020_120993,Two-Way Undivided,30 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Others,2020_120999,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Others,2020_121009,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121020,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_121021,Two-Way Undivided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121025,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Sideswipe,Not an Intersection,Others,2020_121035,Two-Way Divided,40 MPH,Straight,No Controls,Changing Lanes/Overtaking
Angle,T-Intersection,Others,2020_121040,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Front-to-Front,Four-Way Intersection,Others,2020_121043,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,T-Intersection,Others,2020_121056,Two-Way Divided,40 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_121082,Two-Way Undivided,35 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Others,2020_121095,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121102,Two-Way Undivided,30 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_121106,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Angle,T-Intersection,Others,2020_121120,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Others,2020_121134,Two-Way Undivided,35 MPH,Curve,No Controls,Turning
Front-to-Rear,Not an Intersection,Others,2020_121140,Driveway Access,No Statutory Limit,Driveway Access,Stop Sign,Turning
Angle,Four-Way Intersection,Others,2020_121142,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121159,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_121159,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121163,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_121166,Two-Way Divided,45 MPH,Straight,No Controls,Others
Angle,Not an Intersection,Others,2020_121179,One-Way Trafficway,10 MPH,Straight,Stop Sign,Turning
Angle,Not an Intersection,Others,2020_121180,Two-Way Undivided,45 MPH,Curve,No Controls,Making a U-turn
Angle,Not an Intersection,Others,2020_121186,Two-Way Undivided,40 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Others,2020_121195,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_121199,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_121201,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Sideswipe,Four-Way Intersection,Others,2020_121205,Two-Way Undivided,35 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_121224,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,T-Intersection,Others,2020_121225,Two-Way Undivided,30 MPH,Straight,Stop Sign,Turning
Front-to-Rear,Four-Way Intersection,Others,2020_121232,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Accelerating/Decelerating
Angle,T-Intersection,Others,2020_121234,Two-Way Divided,25 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Others,2020_121234,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Four-Way Intersection,Others,2020_121238,Two-Way Divided,40 MPH,Straight,Traffic control signal,Others
Front-to-Rear,Four-Way Intersection,Others,2020_121238,Two-Way Divided,40 MPH,Straight,Traffic control signal,Others
Angle,Not an Intersection,Others,2020_121249,Driveway Access,No Statutory Limit,Driveway Access,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121264,Two-Way Undivided,15 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Others,2020_121264,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Four-Way Intersection,Others,2020_121265,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Front-to-Rear,Four-Way Intersection,Others,2020_121265,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Front-to-Rear,Four-Way Intersection,Others,2020_121265,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_121269,Two-Way Divided,30 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121284,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121284,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_121286,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121288,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121289,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121290,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121290,One-Way Trafficway,35 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121294,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_121294,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Angle,Not an Intersection,Others,2020_121295,Two-Way Divided,45 MPH,Straight,No Controls,Making a U-turn
Angle,Not an Intersection,Others,2020_121295,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Four-Way Intersection,Others,2020_121301,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Angle,T-Intersection,Others,2020_121317,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Others,2020_121317,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121318,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Others,2020_121318,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121318,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121319,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Front-to-Rear,Not an Intersection,Others,2020_121323,Two-Way Divided,45 MPH,Straight,No Controls,Changing Lanes/Overtaking
Front-to-Rear,Not an Intersection,Others,2020_121323,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_121331,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121332,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Angle,T-Intersection,Others,2020_121342,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_121352,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_121353,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121353,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Not an Intersection,Others,2020_121358,Two-Way Undivided,25 MPH,Curve,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_121368,Two-Way Undivided,35 MPH,Straight,Stop Sign,Going Straight
Front-to-Front,T-Intersection,Others,2020_121370,Two-Way Undivided,40 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121380,Two-Way Divided,35 MPH,Straight,No Controls,Making a U-turn
Angle,T-Intersection,Others,2020_121380,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121380,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121386,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,T-Intersection,Others,2020_121388,Two-Way Undivided,45 MPH,Curve,Stop Sign,Turning
Angle,Four-Way Intersection,Others,2020_121392,Two-Way Undivided,20 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_121392,Two-Way Divided,45 MPH,Straight,No Controls,Others
Angle,T-Intersection,Others,2020_121393,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121407,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121407,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121410,Two-Way Divided,35 MPH,Straight,No Controls,Going Straight
Sideswipe,Four-Way Intersection,Others,2020_121413,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
Angle,T-Intersection,Others,2020_121418,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_121420,Two-Way Divided,45 MPH,Straight,No Controls,Unknown
Front-to-Front,Not an Intersection,Others,2020_121420,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121425,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
Angle,T-Intersection,Others,2020_121425,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121429,Two-Way Divided,10 MPH,Straight,Stop Sign,Going Straight
Angle,T-Intersection,Others,2020_121429,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121429,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,T-Intersection,Others,2020_121436,Two-Way Undivided,30 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_121440,Two-Way Divided,40 MPH,Straight,No Controls,Turning
Angle,Four-Way Intersection,Others,2020_121449,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Angle,Four-Way Intersection,Others,2020_121455,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121455,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121465,Two-Way Divided,30 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_121465,Two-Way Divided,35 MPH,Straight,Traffic control signal,Going Straight
Sideswipe,Not an Intersection,Others,2020_121466,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Sideswipe,Not an Intersection,Others,2020_121466,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121473,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121474,Two-Way Undivided,45 MPH,Straight,No Controls,Making a U-turn
Angle,T-Intersection,Others,2020_121475,Two-Way Undivided,25 MPH,Straight,Stop Sign,Going Straight
Angle,T-Intersection,Others,2020_121475,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121490,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121490,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Front-to-Front,Four-Way Intersection,Others,2020_121509,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Four-Way Intersection,Others,2020_121509,Two-Way Undivided,35 MPH,Straight,Traffic control signal,Others
Angle,Four-Way Intersection,Others,2020_121511,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121527,Two-Way Divided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121530,Two-Way Undivided,30 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121530,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Going Straight
Angle,Four-Way Intersection,Others,2020_121531,Two-Way Undivided,40 MPH,Straight,Traffic control signal,Turning
Angle,Four-Way Intersection,Others,2020_121536,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Front-to-Front,Four-Way Intersection,Others,2020_121542,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Four-Way Intersection,Others,2020_121542,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Four-Way Intersection,Others,2020_121542,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Four-Way Intersection,Others,2020_121542,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Angle,T-Intersection,Others,2020_121543,Two-Way Divided,40 MPH,Straight,No Controls,Turning
Angle,Not an Intersection,Others,2020_121547,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121551,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121560,Two-Way Undivided,25 MPH,Straight,Stop Sign,Turning
Sideswipe,Not an Intersection,Others,2020_121567,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_121568,Two-Way Divided,45 MPH,Straight,No Controls,Making a U-turn
Angle,Not an Intersection,Others,2020_121568,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Four-Way Intersection,Others,2020_121569,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Front-to-Front,Four-Way Intersection,Others,2020_121569,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121573,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Rear-to-Side,T-Intersection,Others,2020_121577,Two-Way Divided,35 MPH,Curve,No Controls,Turning
Angle,T-Intersection,Others,2020_121582,Two-Way Undivided,45 MPH,Straight,Stop Sign,Turning
Front-to-Front,Not an Intersection,Others,2020_121590,Two-Way Divided,40 MPH,Curve,No Controls,Negotiating a Curve
Rear-to-Side,Not an Intersection,Others,2020_121591,Two-Way Undivided,10 MPH,Straight,No Controls,Others
Angle,Not an Intersection,Others,2020_121598,Two-Way Undivided,40 MPH,Curve,No Controls,Negotiating a Curve
Angle,T-Intersection,Others,2020_121607,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Others,2020_121607,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121614,Two-Way Divided,40 MPH,Straight,No Controls,Turning
Front-to-Front,Not an Intersection,Others,2020_121630,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_121642,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Front-to-Front,Not an Intersection,Others,2020_121642,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121664,Two-Way Divided,45 MPH,Curve,Traffic control signal,Turning
Angle,T-Intersection,Others,2020_121665,Two-Way Undivided,45 MPH,Straight,Stop Sign,Going Straight
Angle,T-Intersection,Others,2020_121666,Two-Way Divided,35 MPH,Straight,No Controls,Turning
Front-to-Front,Not an Intersection,Others,2020_121669,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121671,Two-Way Undivided,30 MPH,Straight,Stop Sign,Going Straight
Angle,Four-Way Intersection,Others,2020_121675,Two-Way Divided,30 MPH,Straight,Traffic control signal,Turning
Front-to-Front,Not an Intersection,Others,2020_121697,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121702,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_121718,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Four-Way Intersection,Others,2020_121731,Two-Way Divided,45 MPH,Straight,Traffic control signal,Turning
Angle,Not an Intersection,Others,2020_121738,Two-Way Undivided,45 MPH,Straight,No Controls,Others
Angle,Not an Intersection,Others,2020_121738,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Others,Not an Intersection,Others,2020_121740,Two-Way Undivided,30 MPH,Straight,No Controls,Unknown
Angle,Not an Intersection,Others,2020_121749,One-Way Trafficway,25 MPH,Straight,No Controls,Changing Lanes/Overtaking
Angle,Not an Intersection,Others,2020_121749,One-Way Trafficway,35 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_121753,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,Not an Intersection,Others,2020_121753,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Front-to-Front,Four-Way Intersection,Others,2020_121757,Two-Way Divided,45 MPH,Straight,Traffic control signal,Going Straight
Front-to-Front,Not an Intersection,Others,2020_121758,Two-Way Divided,45 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Front,Not an Intersection,Others,2020_121758,Two-Way Divided,45 MPH,Curve,No Controls,Negotiating a Curve
Front-to-Rear,Not an Intersection,Others,2020_121780,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Not an Intersection,Others,2020_121780,Two-Way Divided,45 MPH,Straight,No Controls,Others
Front-to-Rear,Not an Intersection,Others,2020_121780,Two-Way Divided,45 MPH,Straight,No Controls,Others
Angle,Four-Way Intersection,Others,2020_121781,Two-Way Undivided,45 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Others,2020_121786,Two-Way Divided,45 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121786,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Front-to-Rear,Not an Intersection,Others,2020_121788,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121796,Two-Way Divided,35 MPH,Straight,Traffic control signal,Unknown
Angle,Not an Intersection,Others,2020_121825,Two-Way Undivided,35 MPH,Straight,No Controls,Going Straight
Angle,T-Intersection,Others,2020_121826,Two-Way Undivided,45 MPH,Straight,No Controls,Going Straight
Front-to-Rear,Four-Way Intersection,Others,2020_121830,Two-Way Divided,45 MPH,Straight,Traffic control signal,Others
Angle,T-Intersection,Others,2020_121840,Two-Way Divided,45 MPH,Straight,No Controls,Turning
Angle,T-Intersection,Others,2020_121841,Two-Way Divided,30 MPH,Straight,Stop Sign,Turning
